coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[-120.63262490118031, 59.10008437786474]",Forest fires in Canada,Forest fires in Canada,Green Forest fires in Canada from: 22 Aug 2023 to: 05 Sep 2023.,Green,1,Green,0.5,Canada,2023-08-22T00:00:00,2023-09-05T00:00:00,35259.0,Green impact for forestfire in 35259 ha,GWIS,CAN,WF,WF 1016741,0 in the burned area,Canada,22 Aug 2023  - 05 Sep 2023 ,14,35259 ha
"[143.5129982271181, -14.323230475695388]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 15 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-15T00:00:00,15838.0,Green impact for forestfire in 15838 ha,GWIS,AUS,WF,WF 1017745,0 in the burned area,Australia,30 Sep 2023  - 15 Oct 2023 ,15,15838 ha
"[-43.44059997446436, -7.742127521818539]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Sep 2023 to: 13 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-28T00:00:00,2023-10-13T00:00:00,5594.0,Green impact for forestfire in 5594 ha,GWIS,BRA,WF,WF 1017813,0 in the burned area,Brazil,28 Sep 2023  - 13 Oct 2023 ,15,5594 ha
"[138.00606536052905, -18.07641899536645]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 13 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-13T00:00:00,27590.0,Green impact for forestfire in 27590 ha,GWIS,AUS,WF,WF 1017580,0 in the burned area,Australia,28 Sep 2023  - 13 Oct 2023 ,15,27590 ha
"[136.62288416048648, -16.782399080406655]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 12 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-12T00:00:00,12700.0,Green impact for forestfire in 12700 ha,GWIS,AUS,WF,WF 1017606,0 in the burned area,Australia,28 Sep 2023  - 12 Oct 2023 ,14,12700 ha
"[105.29074148538632, -3.4815089683149356]",Forest fires in Indonesia,Forest fires in Indonesia,Green Forest fires in Indonesia from: 28 Sep 2023 to: 12 Oct 2023.,Green,1,Green,0.5,Indonesia,2023-09-28T00:00:00,2023-10-12T00:00:00,6743.0,Green impact for forestfire in 6743 ha,GWIS,IDN,WF,WF 1017765,0 in the burned area,Indonesia,28 Sep 2023  - 12 Oct 2023 ,14,6743 ha
"[-64.12092100375986, -13.56028229967314]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 29 Sep 2023 to: 12 Oct 2023.,Green,1,Green,0.5,Bolivia,2023-09-29T00:00:00,2023-10-12T00:00:00,27615.0,Green impact for forestfire in 27615 ha,GWIS,BOL,WF,WF 1017729,23 in the burned area,Bolivia,29 Sep 2023  - 12 Oct 2023 ,13,27615 ha
"[-42.131712081292505, -7.1164977904382045]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 29 Sep 2023 to: 12 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-29T00:00:00,2023-10-12T00:00:00,13580.0,Green impact for forestfire in 13580 ha,GWIS,BRA,WF,WF 1017679,5 in the burned area,Brazil,29 Sep 2023  - 12 Oct 2023 ,13,13580 ha
"[30.095101837411946, -10.00602556685931]",Forest fires in Zambia,Forest fires in Zambia,Green Forest fires in Zambia from: 30 Sep 2023 to: 11 Oct 2023.,Green,1,Green,0.5,Zambia,2023-09-30T00:00:00,2023-10-11T00:00:00,7216.0,Green impact for forestfire in 7216 ha,GWIS,ZMB,WF,WF 1017677,140 in the burned area,Zambia,30 Sep 2023  - 11 Oct 2023 ,11,7216 ha
"[123.92245491787685, -16.661046701143693]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 11 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-11T00:00:00,18466.0,Green impact for forestfire in 18466 ha,GWIS,AUS,WF,WF 1017650,0 in the burned area,Australia,30 Sep 2023  - 11 Oct 2023 ,11,18466 ha
"[131.51203385387984, -22.276666367236515]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 11 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-11T00:00:00,43713.0,Green impact for forestfire in 43713 ha,GWIS,AUS,WF,WF 1017621,0 in the burned area,Australia,30 Sep 2023  - 11 Oct 2023 ,11,43713 ha
"[-51.26293967788289, 3.4000012552917607]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 27 Sep 2023 to: 11 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-27T00:00:00,2023-10-11T00:00:00,6572.0,Green impact for forestfire in 6572 ha,GWIS,BRA,WF,WF 1017766,0 in the burned area,Brazil,27 Sep 2023  - 11 Oct 2023 ,14,6572 ha
"[137.67191484433363, -18.249183300696178]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 11 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-11T00:00:00,12294.0,Green impact for forestfire in 12294 ha,GWIS,AUS,WF,WF 1017681,0 in the burned area,Australia,28 Sep 2023  - 11 Oct 2023 ,13,12294 ha
"[47.02401140943551, -16.25690438868626]",Forest fires in Madagascar,Forest fires in Madagascar,Green Forest fires in Madagascar from: 26 Sep 2023 to: 10 Oct 2023.,Green,1,Green,0.5,Madagascar,2023-09-26T00:00:00,2023-10-10T00:00:00,8184.0,Green impact for forestfire in 8184 ha,GWIS,MDG,WF,WF 1017767,114 in the burned area,Madagascar,26 Sep 2023  - 10 Oct 2023 ,14,8184 ha
"[-41.193560919590325, -4.64889430540862]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 26 Sep 2023 to: 10 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-26T00:00:00,2023-10-10T00:00:00,6113.0,Green impact for forestfire in 6113 ha,GWIS,BRA,WF,WF 1017746,49 in the burned area,Brazil,26 Sep 2023  - 10 Oct 2023 ,14,6113 ha
"[137.83606161651298, -18.308264078192526]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Sep 2023 to: 09 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-26T00:00:00,2023-10-09T00:00:00,33101.0,Green impact for forestfire in 33101 ha,GWIS,AUS,WF,WF 1017566,0 in the burned area,Australia,26 Sep 2023  - 09 Oct 2023 ,13,33101 ha
"[137.43172354732351, -18.52028377170109]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Sep 2023 to: 09 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-25T00:00:00,2023-10-09T00:00:00,56740.0,Green impact for forestfire in 56740 ha,GWIS,AUS,WF,WF 1017524,0 in the burned area,Australia,25 Sep 2023  - 09 Oct 2023 ,14,56740 ha
"[31.837775600462678, -11.678110334909407]",Forest fires in Zambia,Forest fires in Zambia,Green Forest fires in Zambia from: 29 Sep 2023 to: 09 Oct 2023.,Green,1,Green,0.5,Zambia,2023-09-29T00:00:00,2023-10-09T00:00:00,5264.0,Green impact for forestfire in 5264 ha,GWIS,ZMB,WF,WF 1017764,322 in the burned area,Zambia,29 Sep 2023  - 09 Oct 2023 ,10,5264 ha
"[137.76433912737474, -17.719613822301323]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Sep 2023 to: 09 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-25T00:00:00,2023-10-09T00:00:00,11067.0,Green impact for forestfire in 11067 ha,GWIS,AUS,WF,WF 1017655,0 in the burned area,Australia,25 Sep 2023  - 09 Oct 2023 ,14,11067 ha
"[-55.84960577154678, 1.5414419679181974]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 30 Sep 2023 to: 09 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-30T00:00:00,2023-10-09T00:00:00,7392.0,Green impact for forestfire in 7392 ha,GWIS,BRA,WF,WF 1017676,4 in the burned area,Brazil,30 Sep 2023  - 09 Oct 2023 ,9,7392 ha
"[135.11945131955318, -16.35737373900173]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Sep 2023 to: 08 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-26T00:00:00,2023-10-08T00:00:00,60120.0,Green impact for forestfire in 60120 ha,GWIS,AUS,WF,WF 1017563,11 in the burned area,Australia,26 Sep 2023  - 08 Oct 2023 ,12,60120 ha
"[-43.03223806511673, -10.28864773353041]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 29 Sep 2023 to: 08 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-29T00:00:00,2023-10-08T00:00:00,5897.0,Green impact for forestfire in 5897 ha,GWIS,BRA,WF,WF 1017678,0 in the burned area,Brazil,29 Sep 2023  - 08 Oct 2023 ,9,5897 ha
"[131.82368860652136, -15.936083199729127]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 08 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-08T00:00:00,16908.0,Green impact for forestfire in 16908 ha,GWIS,AUS,WF,WF 1017605,0 in the burned area,Australia,30 Sep 2023  - 08 Oct 2023 ,8,16908 ha
"[125.81996942721173, -17.460458653108397]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 08 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-08T00:00:00,15365.0,Green impact for forestfire in 15365 ha,GWIS,AUS,WF,WF 1017711,3 in the burned area,Australia,28 Sep 2023  - 08 Oct 2023 ,10,15365 ha
"[-41.602269678512734, -6.30271242405374]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Sep 2023 to: 08 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-28T00:00:00,2023-10-08T00:00:00,6012.0,Green impact for forestfire in 6012 ha,GWIS,BRA,WF,WF 1017712,39 in the burned area,Brazil,28 Sep 2023  - 08 Oct 2023 ,10,6012 ha
"[-64.12695366526292, -13.516619590570345]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 30 Sep 2023 to: 07 Oct 2023.,Green,1,Green,0.5,Bolivia,2023-09-30T00:00:00,2023-10-07T00:00:00,9444.0,Green impact for forestfire in 9444 ha,GWIS,BOL,WF,WF 1017708,0 in the burned area,Bolivia,30 Sep 2023  - 07 Oct 2023 ,7,9444 ha
"[-42.805138976702736, -6.766435669762782]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 27 Sep 2023 to: 07 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-27T00:00:00,2023-10-07T00:00:00,6409.0,Green impact for forestfire in 6409 ha,GWIS,BRA,WF,WF 1017653,74 in the burned area,Brazil,27 Sep 2023  - 07 Oct 2023 ,10,6409 ha
"[-59.15495638265508, -21.23862957884712]",Forest fires in Paraguay,Forest fires in Paraguay,Green Forest fires in Paraguay from: 30 Sep 2023 to: 07 Oct 2023.,Green,1,Green,0.5,Paraguay,2023-09-30T00:00:00,2023-10-07T00:00:00,18128.0,Green impact for forestfire in 18128 ha,GWIS,PRY,WF,WF 1017588,6 in the burned area,Paraguay,30 Sep 2023  - 07 Oct 2023 ,7,18128 ha
"[143.09137635514347, -13.4737153189246]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 22 Sep 2023 to: 07 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-22T00:00:00,2023-10-07T00:00:00,15061.0,Green impact for forestfire in 15061 ha,GWIS,AUS,WF,WF 1017451,0 in the burned area,Australia,22 Sep 2023  - 07 Oct 2023 ,15,15061 ha
"[131.9634897183685, -22.025555900335682]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-06T00:00:00,33843.0,Green impact for forestfire in 33843 ha,GWIS,AUS,WF,WF 1017589,0 in the burned area,Australia,28 Sep 2023  - 06 Oct 2023 ,8,33843 ha
"[136.79061832239847, -18.30854689378118]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-29T00:00:00,2023-10-06T00:00:00,60798.0,Green impact for forestfire in 60798 ha,GWIS,AUS,WF,WF 1017577,0 in the burned area,Australia,29 Sep 2023  - 06 Oct 2023 ,7,60798 ha
"[-38.77602215686481, -6.515582525800878]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-28T00:00:00,2023-10-06T00:00:00,8343.0,Green impact for forestfire in 8343 ha,GWIS,BRA,WF,WF 1017607,282 in the burned area,Brazil,28 Sep 2023  - 06 Oct 2023 ,8,8343 ha
"[135.6185816641995, -20.876761238137597]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-27T00:00:00,2023-10-06T00:00:00,24543.0,Green impact for forestfire in 24543 ha,GWIS,AUS,WF,WF 1017608,0 in the burned area,Australia,27 Sep 2023  - 06 Oct 2023 ,9,24543 ha
"[-43.367972791714955, -7.568753867747311]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 27 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-27T00:00:00,2023-10-06T00:00:00,43057.0,Green impact for forestfire in 43057 ha,GWIS,BRA,WF,WF 1017609,56 in the burned area,Brazil,27 Sep 2023  - 06 Oct 2023 ,9,43057 ha
"[137.888146078108, -18.512392426757177]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 21 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-21T00:00:00,2023-10-06T00:00:00,30627.0,Green impact for forestfire in 30627 ha,GWIS,AUS,WF,WF 1017429,0 in the burned area,Australia,21 Sep 2023  - 06 Oct 2023 ,15,30627 ha
"[133.73103758674276, -22.918062074167743]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-26T00:00:00,2023-10-06T00:00:00,11162.0,Green impact for forestfire in 11162 ha,GWIS,AUS,WF,WF 1017654,0 in the burned area,Australia,26 Sep 2023  - 06 Oct 2023 ,10,11162 ha
"[133.95990454324416, -11.941865595441618]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 21 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-21T00:00:00,2023-10-06T00:00:00,5404.0,Green impact for forestfire in 5404 ha,GWIS,AUS,WF,WF 1017613,0 in the burned area,Australia,21 Sep 2023  - 06 Oct 2023 ,15,5404 ha
"[132.5694789400837, -22.478383166120445]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-06T00:00:00,30180.0,Green impact for forestfire in 30180 ha,GWIS,AUS,WF,WF 1017618,0 in the burned area,Australia,30 Sep 2023  - 06 Oct 2023 ,6,30180 ha
"[-64.64953019092172, -16.8934435151534]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 24 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Bolivia,2023-09-24T00:00:00,2023-10-06T00:00:00,5720.0,Green impact for forestfire in 5720 ha,GWIS,BOL,WF,WF 1017626,0 in the burned area,Bolivia,24 Sep 2023  - 06 Oct 2023 ,12,5720 ha
"[137.19067116460184, -18.388177754851384]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-06T00:00:00,20999.0,Green impact for forestfire in 20999 ha,GWIS,AUS,WF,WF 1017623,0 in the burned area,Australia,28 Sep 2023  - 06 Oct 2023 ,8,20999 ha
"[-42.65137958716395, -7.505359052158142]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 29 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-29T00:00:00,2023-10-06T00:00:00,5329.0,Green impact for forestfire in 5329 ha,GWIS,BRA,WF,WF 1017709,17 in the burned area,Brazil,29 Sep 2023  - 06 Oct 2023 ,7,5329 ha
"[135.3448066516403, -20.79503857369795]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 29 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-29T00:00:00,2023-10-06T00:00:00,5516.0,Green impact for forestfire in 5516 ha,GWIS,AUS,WF,WF 1017710,0 in the burned area,Australia,29 Sep 2023  - 06 Oct 2023 ,7,5516 ha
"[128.94486342181975, -18.962454199311964]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 26 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-26T00:00:00,2023-10-06T00:00:00,10453.0,Green impact for forestfire in 10453 ha,GWIS,AUS,WF,WF 1017683,0 in the burned area,Australia,26 Sep 2023  - 06 Oct 2023 ,10,10453 ha
"[135.80099313238068, -12.87292137323161]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Sep 2023 to: 06 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-23T00:00:00,2023-10-06T00:00:00,7545.0,Green impact for forestfire in 7545 ha,GWIS,AUS,WF,WF 1017684,0 in the burned area,Australia,23 Sep 2023  - 06 Oct 2023 ,13,7545 ha
"[142.95025545077718, -12.41995819356731]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 20 Sep 2023 to: 05 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-20T00:00:00,2023-10-05T00:00:00,7063.0,Green impact for forestfire in 7063 ha,GWIS,AUS,WF,WF 1017685,0 in the burned area,Australia,20 Sep 2023  - 05 Oct 2023 ,15,7063 ha
"[130.7631933101857, -15.674439827432524]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 05 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-05T00:00:00,6878.0,Green impact for forestfire in 6878 ha,GWIS,AUS,WF,WF 1017682,1 in the burned area,Australia,28 Sep 2023  - 05 Oct 2023 ,7,6878 ha
"[-43.3830418231427, -6.570493570290736]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Sep 2023 to: 05 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-28T00:00:00,2023-10-05T00:00:00,5097.0,Green impact for forestfire in 5097 ha,GWIS,BRA,WF,WF 1017680,46 in the burned area,Brazil,28 Sep 2023  - 05 Oct 2023 ,7,5097 ha
"[124.47213464465887, -19.220096490172327]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 05 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-05T00:00:00,51984.0,Green impact for forestfire in 51984 ha,GWIS,AUS,WF,WF 1017649,0 in the burned area,Australia,30 Sep 2023  - 05 Oct 2023 ,5,51984 ha
"[130.6378354250579, -16.38087831971708]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Sep 2023 to: 05 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-27T00:00:00,2023-10-05T00:00:00,18449.0,Green impact for forestfire in 18449 ha,GWIS,AUS,WF,WF 1017590,0 in the burned area,Australia,27 Sep 2023  - 05 Oct 2023 ,8,18449 ha
"[128.6827843665428, -16.086722698139976]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-23T00:00:00,2023-10-04T00:00:00,14704.0,Green impact for forestfire in 14704 ha,GWIS,AUS,WF,WF 1017506,0 in the burned area,Australia,23 Sep 2023  - 04 Oct 2023 ,11,14704 ha
"[130.22012357400084, -16.79068489215034]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 20 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-20T00:00:00,2023-10-04T00:00:00,15576.0,Green impact for forestfire in 15576 ha,GWIS,AUS,WF,WF 1017458,0 in the burned area,Australia,20 Sep 2023  - 04 Oct 2023 ,14,15576 ha
"[130.87342777599955, -16.2793765372227]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 21 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-21T00:00:00,2023-10-04T00:00:00,33340.0,Green impact for forestfire in 33340 ha,GWIS,AUS,WF,WF 1017489,0 in the burned area,Australia,21 Sep 2023  - 04 Oct 2023 ,13,33340 ha
"[130.4809051762816, -16.234259558217104]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-27T00:00:00,2023-10-04T00:00:00,16191.0,Green impact for forestfire in 16191 ha,GWIS,AUS,WF,WF 1017564,0 in the burned area,Australia,27 Sep 2023  - 04 Oct 2023 ,7,16191 ha
"[23.05076688637303, -18.393522793920322]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Botswana,2023-09-26T00:00:00,2023-10-04T00:00:00,11581.0,Green impact for forestfire in 11581 ha,GWIS,BWA,WF,WF 1017592,0 in the burned area,Botswana,26 Sep 2023  - 04 Oct 2023 ,8,11581 ha
"[135.82659864626373, -20.80858782800138]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 25 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-25T00:00:00,2023-10-04T00:00:00,16441.0,Green impact for forestfire in 16441 ha,GWIS,AUS,WF,WF 1017593,0 in the burned area,Australia,25 Sep 2023  - 04 Oct 2023 ,9,16441 ha
"[-44.19851981868569, -11.424919091433315]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 25 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Brazil,2023-09-25T00:00:00,2023-10-04T00:00:00,12806.0,Green impact for forestfire in 12806 ha,GWIS,BRA,WF,WF 1017625,17 in the burned area,Brazil,25 Sep 2023  - 04 Oct 2023 ,9,12806 ha
"[-58.372645033878534, -20.267260568526286]",Forest fires in Paraguay,Forest fires in Paraguay,Green Forest fires in Paraguay from: 29 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Paraguay,2023-09-29T00:00:00,2023-10-04T00:00:00,8016.0,Green impact for forestfire in 8016 ha,GWIS,PRY,WF,WF 1017651,1 in the burned area,Paraguay,29 Sep 2023  - 04 Oct 2023 ,5,8016 ha
"[111.57136203595009, -2.9068802580549282]",Forest fires in Indonesia,Forest fires in Indonesia,Green Forest fires in Indonesia from: 20 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Indonesia,2023-09-20T00:00:00,2023-10-04T00:00:00,5907.0,Green impact for forestfire in 5907 ha,GWIS,IDN,WF,WF 1017656,0 in the burned area,Indonesia,20 Sep 2023  - 04 Oct 2023 ,14,5907 ha
"[135.40626261148006, -20.895572669570615]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-04T00:00:00,5288.0,Green impact for forestfire in 5288 ha,GWIS,AUS,WF,WF 1017675,0 in the burned area,Australia,30 Sep 2023  - 04 Oct 2023 ,4,5288 ha
"[135.53839424765596, -20.87033377618623]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-04T00:00:00,7321.0,Green impact for forestfire in 7321 ha,GWIS,AUS,WF,WF 1017646,0 in the burned area,Australia,30 Sep 2023  - 04 Oct 2023 ,4,7321 ha
"[117.65697500221863, -22.207558150370776]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-04T00:00:00,6633.0,Green impact for forestfire in 6633 ha,GWIS,AUS,WF,WF 1017647,3 in the burned area,Australia,30 Sep 2023  - 04 Oct 2023 ,4,6633 ha
"[134.474246153794, -12.89048666844681]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 04 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-04T00:00:00,6258.0,Green impact for forestfire in 6258 ha,GWIS,AUS,WF,WF 1017648,0 in the burned area,Australia,30 Sep 2023  - 04 Oct 2023 ,4,6258 ha
"[142.15579564157153, -11.284378896893491]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 18 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-18T00:00:00,2023-10-03T00:00:00,5598.0,Green impact for forestfire in 5598 ha,GWIS,AUS,WF,WF 1017627,0 in the burned area,Australia,18 Sep 2023  - 03 Oct 2023 ,15,5598 ha
"[142.05092439740957, -18.321515311822377]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-03T00:00:00,6014.0,Green impact for forestfire in 6014 ha,GWIS,AUS,WF,WF 1017619,0 in the burned area,Australia,30 Sep 2023  - 03 Oct 2023 ,3,6014 ha
"[23.68648019521958, -26.60550565439727]",Forest fires in South Africa,Forest fires in South Africa,Green Forest fires in South Africa from: 30 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,South Africa,2023-09-30T00:00:00,2023-10-03T00:00:00,6183.0,Green impact for forestfire in 6183 ha,GWIS,ZAF,WF,WF 1017620,23 in the burned area,South Africa,30 Sep 2023  - 03 Oct 2023 ,3,6183 ha
"[129.45975442467622, -15.828408258485275]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-28T00:00:00,2023-10-03T00:00:00,18156.0,Green impact for forestfire in 18156 ha,GWIS,AUS,WF,WF 1017622,0 in the burned area,Australia,28 Sep 2023  - 03 Oct 2023 ,5,18156 ha
"[123.983592605787, -17.5588851239004]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Sep 2023 to: 03 Oct 2023.,Green,1,Green,0.5,Australia,2023-09-30T00:00:00,2023-10-03T00:00:00,11066.0,Green impact for forestfire in 11066 ha,GWIS,AUS,WF,WF 1017617,0 in the burned area,Australia,30 Sep 2023  - 03 Oct 2023 ,3,11066 ha
